"age","risk"
0,0
1,0.00850444357692308
2,0.020584329
4,0.0351414854615385
10,0.040504648
11,0.051128818
13,0.051128818
16,0.07436919
22,0.07436919
25,0.086985392
31,0.113545817
38,0.113545817
43,0.113545817
46,0.14940239
53,0.17065073
55,0.17065073
63,0.193891102
71,0.193891102
73,0.193891102
