"age","risk"
0,0
1,0.005577689
16,0.011952191
18,0.019123506
19,0.02255593
20,0.0413729694615384
26,0.050996016
27,0.057370518
33,0.057370518
38,0.057370518
45,0.057370518
51,0.057370518
58,0.057370518
66,0.057370518
68,0.057370518
