"age","risk"
0,0
2,0.00416794380769231
3,0.0110327915384615
11,0.011155378
14,0.0135163048148148
17,0.019123506
18,0.030278884
20,0.030278884
21,0.0412503833846154
23,0.043027888
24,0.0496782098846154
25,0.055776892
28,0.075697211
30,0.089243028
33,0.097211155
36,0.113944223
38,0.122709163
41,0.133067729
48,0.133067729
50,0.152988048
68,0.152988048
