"age","risk"
0,0
1,0.007304117
2,0.0166002659230769
3,0.0487281639230769
5,0.060424967
8,0.060424967
13,0.060424967
22,0.060424967
24,0.0691592606923078
32,0.073041169
39,0.073041169
40,0.088977424
41,0.122177955
45,0.140106242
50,0.151139034
51,0.199203187
56,0.199203187
64,0.222443559
71,0.222443559
73,0.222443559
