age,risk
38,0.006382979
40,0.006382979
41,0.013475177
50,0.013475177
51,0.030496454
57,0.030496454
58,0.040425532
60,0.05035461
63,0.070921986
65,0.082269504
67,0.095035461
68,0.095035461
72,0.108510638
73,0.125531915
84,0.125531915
