"age","risk"
0,0
1,0
2,0.005577689
3,0.0114451281818182
4,0.016733068
8,0.016733068
13,0.016733068
18,0.016733068
24,0.016733068
33,0.016733068
46,0.016733068
62,0.016733068
68,0.016733068
